experiment,year,global_track_id,track_id,time,lat,lon,windMax,twarm,jetcore,time_index,month
CTL,40,OWZ_CTL_40_0139,139,-15422766,26.298072814941406,290.141845703125,8.053455352783203,,0,843,7
CTL,40,OWZ_CTL_40_0139,139,-15422760,26.812057495117188,290.50823974609375,7.8497843742370605,,0,844,7
CTL,40,OWZ_CTL_40_0139,139,-15422754,27.211929321289062,289.89447021484375,7.308940410614014,,0,845,7
CTL,40,OWZ_CTL_40_0139,139,-15422748,27.38105010986328,289.8753662109375,4.911712169647217,,0,846,7
CTL,40,OWZ_CTL_40_0139,139,-15422742,27.72637939453125,289.9429931640625,3.6360838413238525,,0,847,7
CTL,40,OWZ_CTL_40_0139,139,-15422736,28.910385131835938,290.0413818359375,6.251720428466797,,0,848,8
CTL,40,OWZ_CTL_40_0139,139,-15422730,27.979101181030273,290.2326354980469,3.654974937438965,,0,849,8
CTL,40,OWZ_CTL_40_0139,139,-15422724,28.05213165283203,290.38006591796875,6.807590961456299,,0,850,8
CTL,40,OWZ_CTL_40_0139,139,-15422718,29.25584602355957,290.4722900390625,6.758833885192871,,0,851,8
CTL,40,OWZ_CTL_40_0139,139,-15422712,29.407939910888672,290.618896484375,6.8826069831848145,,0,852,8
CTL,40,OWZ_CTL_40_0139,139,-15422706,30.453323364257812,290.697265625,6.873951435089111,,0,853,8
CTL,40,OWZ_CTL_40_0139,139,-15422700,28.712013244628906,290.6109619140625,7.367744445800781,,0,854,8
CTL,40,OWZ_CTL_40_0139,139,-15422694,31.211400985717773,291.06414794921875,5.451634407043457,,0,855,8
CTL,40,OWZ_CTL_40_0139,139,-15422688,31.315513610839844,292.379638671875,7.664709091186523,,0,856,8
CTL,40,OWZ_CTL_40_0139,139,-15422682,32.41265106201172,291.21466064453125,7.798398017883301,,0,857,8
CTL,40,OWZ_CTL_40_0139,139,-15422676,32.51529312133789,291.37335205078125,8.63851547241211,,0,858,8
CTL,40,OWZ_CTL_40_0139,139,-15422670,32.703712463378906,294.35955810546875,7.983102321624756,,0,859,8
CTL,40,OWZ_CTL_40_0139,139,-15422664,33.12567901611328,294.5940856933594,8.354998588562012,,0,860,8
CTL,40,OWZ_CTL_40_0139,139,-15422658,33.3834228515625,294.8880615234375,9.26067066192627,,0,861,8
